name,gender,frequency,frequency_ew_new,frequency_ni,frequency_scot,frequency_us_vic,frequency_us_ed,frequency_us_bs,frequency_us_wwi,frequency_us_it,frequency_us_bsii,frequency_us_wwii,frequency_us_post,nameBCenterMatch,nameBWizMatch,nameBehindMatch,nameMatch,soundex
ADALINE,1,0,0,0,0,406,334,203,151,784,32,40,73,False,True,False,False,A345
ADALYN,1,0,0,0,0,0,11,23,16,33,0,0,0,False,True,True,True,A345
ADALYNE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A345
ADAM,0,4,20259,1067,5793,1994,1909,1672,1267,7406,673,923,2569,False,True,True,True,A350
ADAM,1,0,0,0,69,0,5,0,0,18,0,0,5,False,False,False,False,A350
ADAMA,1,0,15,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADAMAE,1,0,0,0,0,0,0,11,9,52,0,0,0,False,False,False,False,A350
ADAMS,0,0,0,0,0,7,5,15,10,91,6,0,10,False,False,False,False,A352
ADAN,0,0,31,0,0,0,15,37,34,735,121,201,490,False,True,False,False,A350
ADANA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,A350
ADANNA,1,0,9,0,3,0,0,0,0,0,0,0,0,False,False,True,False,A350
ADARA,1,0,14,0,0,0,0,0,0,0,0,0,0,False,True,True,True,A360
ADARSH,0,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A362
ADD,0,0,0,0,0,21,0,12,5,46,0,18,0,False,False,False,False,A300
ADDA,1,0,0,0,0,377,127,58,40,253,16,10,5,False,False,False,False,A300
ADDAH,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A300
ADDAM,0,0,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADDELINE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,True,False,False,A345
ADDELL,1,0,0,0,0,0,0,0,0,16,0,0,0,False,False,False,False,A340
ADDIA,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,A300
ADDIE,0,0,0,0,0,138,94,50,40,284,31,20,43,False,False,False,False,A300
ADDIE,1,0,0,0,0,8915,6197,2339,1717,12384,1021,1170,2195,False,True,True,True,A300
ADDIEMAE,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A350
ADDINE,1,0,0,0,0,0,0,0,7,15,0,0,0,False,False,False,False,A350
ADDIS,0,0,0,0,0,0,13,20,15,128,10,21,15,False,False,False,False,A320
ADDIS,1,0,0,0,0,0,12,15,11,55,0,0,0,False,False,False,False,A320
ADDISON,0,0,49,0,5,317,209,192,149,1077,105,142,313,False,True,True,True,A325
ADDISON,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,A325
ADDLE,1,0,0,0,0,0,0,0,5,0,0,0,0,False,False,False,False,A340
ADE,0,0,0,0,0,0,0,0,0,6,0,0,0,False,True,True,True,A300
ADEAN,1,0,0,0,0,0,0,0,0,67,7,8,11,False,False,False,False,A350
ADEBAYO,0,0,12,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A310
ADEDAMOLA,0,0,14,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A335
ADEDAPO,0,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A331
ADEDAYO,0,0,8,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A330
ADEDAYO,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A330
ADEDEJI,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A332
ADEDOTUN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A333
ADEDOYIN,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A335
ADEEB,0,0,48,0,5,0,0,0,0,0,0,0,0,False,False,False,False,A310
ADEEBA,1,0,56,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A310
ADEEL,0,0,197,0,51,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADEELA,1,0,29,0,5,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADEENA,1,0,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADEESA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A320
ADEKEMI,1,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A325
ADEKUNLE,0,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A325
ADEL,0,0,46,0,8,0,0,5,5,17,0,5,0,False,False,True,False,A340
ADEL,1,0,14,0,12,44,85,59,50,329,28,30,98,False,False,False,False,A340
ADELA,1,0,29,0,6,492,583,344,301,2202,251,376,1096,False,True,True,True,A340
ADELAID,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A343
ADELAIDA,1,0,0,0,0,46,61,31,30,362,55,68,196,False,True,True,True,A343
ADELAIDE,1,0,111,0,15,2381,2413,1347,1023,5131,318,349,581,False,True,True,True,A343
ADELAIDO,0,0,0,0,0,0,0,0,10,103,5,11,19,False,False,False,False,A343
ADELAINE,1,0,0,0,3,0,0,5,11,32,0,0,0,False,True,False,False,A345
ADELARD,0,0,0,0,0,56,35,70,42,262,12,11,5,False,True,False,False,A346
ADELBERT,0,0,0,0,0,253,201,189,150,932,70,94,163,False,True,True,True,A341
ADELE,0,0,0,0,0,0,5,0,6,0,0,0,0,False,False,False,False,A340
ADELE,1,0,725,16,1197,2432,3191,2508,1990,12623,944,1383,3953,False,True,True,True,A340
ADELEAN,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A345
ADELEE,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A340
ADELENA,1,0,0,0,0,0,0,10,9,0,0,0,0,False,False,False,False,A345
ADELENE,1,0,0,0,0,23,93,59,41,465,29,11,52,False,False,False,False,A345
ADELFA,1,0,0,0,0,0,0,10,0,174,17,40,67,False,False,False,False,A341
ADELFINA,1,0,0,0,0,0,0,0,0,0,0,6,0,False,False,False,False,A341
ADELHEID,1,0,0,0,0,6,0,0,15,6,0,0,0,False,True,True,True,A343
ADELIA,1,0,0,0,0,737,491,209,158,1084,101,145,295,False,True,True,True,A340
ADELINA,1,0,12,0,6,223,329,185,128,1371,168,210,499,False,True,True,True,A345
ADELINE,0,0,0,0,0,0,0,0,0,15,0,0,0,False,False,False,False,A345
ADELINE,1,0,20,0,27,2866,4455,3142,2536,14626,605,653,1092,False,True,True,True,A345
ADELINO,0,0,0,0,0,0,0,0,0,48,0,0,0,False,False,False,False,A345
ADELITA,1,0,0,0,0,0,0,0,0,80,32,60,252,False,True,True,True,A343
ADELL,0,0,0,0,0,0,40,43,36,425,49,76,158,False,False,False,False,A340
ADELL,1,0,0,0,0,307,720,416,323,2732,200,245,507,False,True,False,False,A340
ADELLA,1,0,7,0,3,488,494,310,245,1678,123,134,347,False,True,True,True,A340
ADELLE,1,0,98,0,164,157,312,231,200,1266,77,101,220,False,True,True,True,A340
ADELMA,1,0,0,0,0,0,16,16,10,71,0,0,0,False,False,False,False,A345
ADELMIRA,1,0,0,0,0,0,0,0,0,5,5,5,11,False,False,False,False,A345
ADELMO,0,0,0,0,0,0,0,0,0,7,6,0,0,False,True,False,False,A345
ADELORE,0,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A346
ADELPHIA,1,0,0,0,0,0,0,0,6,5,0,0,0,False,True,False,False,A341
ADELYN,1,0,0,0,0,5,42,57,40,219,22,18,12,False,True,True,True,A345
ADELYNE,1,0,0,0,0,0,21,28,15,77,0,0,0,False,False,False,False,A345
ADEM,0,0,103,0,9,0,0,0,0,0,0,0,0,False,False,True,False,A350
ADEMAYOWA,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADEMOLA,0,0,17,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A354
ADEN,0,0,104,0,32,17,22,39,31,245,33,39,72,False,True,True,True,A350
ADEN,1,0,0,0,6,0,0,0,0,0,0,0,0,False,True,False,False,A350
ADENA,1,0,4,0,0,0,19,16,15,109,7,29,80,False,False,True,False,A350
ADENE,1,0,0,0,0,0,0,0,7,26,0,0,6,False,False,False,False,A350
ADENIKE,1,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A352
ADENIYI,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADEOLA,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADEOLA,1,0,35,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADEOLUWA,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADER,1,0,0,0,0,54,74,14,16,75,0,0,0,False,False,False,False,A360
ADERINSOLA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A365
ADERONKE,1,0,5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A365
ADESOLA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A324
ADESUWA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A320
ADETOKUNBO,0,0,0,0,5,0,0,0,0,0,0,0,0,False,True,True,True,A332
ADETOLA,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A334
ADETOLA,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A334
ADETUTU,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A333
ADEWALE,0,0,10,0,4,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADEWUNMI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADEYEMI,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADEYINKA,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A352
ADGER,0,0,0,0,0,0,0,14,10,58,0,0,5,False,False,False,False,A326
ADGIE,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A320
ADGIE,1,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,A320
ADHAM,0,0,43,0,4,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADHAMH,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADHNAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A355
ADI,0,0,7,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A300
ADI,1,0,14,0,0,0,0,0,0,0,0,0,0,False,True,True,True,A300
ADIA,1,0,0,0,0,0,5,0,0,15,0,0,0,False,True,False,False,A300
ADIAN,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADIB,0,0,15,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A310
ADIBA,1,0,36,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A310
ADIE,0,0,0,0,0,0,0,0,11,0,0,0,5,False,False,False,False,A300
ADIE,1,0,0,0,0,0,21,7,0,37,0,0,0,False,True,False,False,A300
ADIL,0,0,538,0,64,0,0,0,0,0,0,0,0,False,True,True,True,A340
ADILA,1,0,24,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A340
ADILAH,1,0,18,0,4,0,0,0,0,0,0,0,0,False,False,False,False,A340
ADILSON,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A342
ADIN,0,0,0,0,7,0,0,18,9,71,15,10,11,False,True,False,False,A350
ADINA,1,0,98,0,6,26,16,28,17,121,22,17,118,False,True,True,True,A350
ADINE,1,0,0,0,0,5,6,24,20,98,5,10,38,False,False,False,False,A350
ADIS,0,0,0,0,0,0,0,0,12,6,0,0,0,False,False,False,False,A320
ADIS,1,0,0,0,0,0,0,5,7,0,0,0,0,False,False,False,False,A320
ADISA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A320
ADISON,0,0,0,0,0,0,0,0,0,7,0,0,0,False,True,False,False,A325
ADIT,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A330
ADITI,1,0,29,0,4,0,0,0,0,0,0,0,0,False,True,True,True,A330
ADITYA,0,0,42,0,3,0,0,0,0,0,0,0,0,False,True,True,True,A330
ADJOA,1,0,12,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A320
ADLAI,0,0,0,0,0,37,0,0,0,26,0,0,64,False,True,True,True,A340
ADLEAN,1,0,0,0,0,0,0,0,0,109,8,12,17,False,False,False,False,A345
ADLEE,1,0,0,0,0,0,5,9,0,43,0,0,0,False,True,False,False,A340
ADLENA,1,0,0,0,0,5,14,6,5,17,5,0,0,False,False,False,False,A345
ADLENE,1,0,0,0,0,0,21,16,5,101,5,5,19,False,False,False,False,A345
ADLEY,0,0,3,0,0,0,0,0,5,33,0,0,10,False,True,False,False,A340
ADLEY,1,0,0,0,0,0,0,0,0,5,0,0,0,False,True,False,False,A340
ADLIA,0,0,0,0,0,0,0,0,0,5,0,0,6,False,False,False,False,A340
ADLINE,1,0,0,0,0,200,202,75,53,441,16,47,87,False,False,False,False,A345
ADLYN,1,0,0,0,0,0,0,0,5,22,0,0,0,False,False,False,False,A345
ADMIRAL,0,0,0,0,0,56,10,12,20,102,13,11,5,False,True,False,False,A356
ADNA,0,0,0,0,0,0,0,5,0,7,0,0,0,False,False,False,False,A350
ADNA,1,0,8,0,0,5,0,12,0,46,0,0,0,False,False,False,False,A350
ADNAAN,0,0,81,0,8,0,0,0,0,0,0,0,0,False,False,False,False,A355
ADNAN,0,0,279,0,55,0,0,0,0,0,0,0,0,False,True,True,True,A355
ADO,0,0,0,0,0,0,0,0,5,21,0,0,0,False,False,False,False,A300
ADOLF,0,0,0,0,0,76,124,137,106,647,51,20,52,False,True,True,True,A341
ADOLFO,0,0,0,0,0,55,101,90,62,1421,212,272,761,False,True,True,True,A341
ADOLINE,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,A345
ADOLPH,0,0,0,0,0,2056,1810,1688,1310,7199,510,462,1153,False,True,True,True,A341
ADOLPH,1,0,0,0,0,0,0,0,8,12,0,0,0,False,False,False,False,A341
ADOLPHA,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,A341
ADOLPHE,0,0,0,0,0,0,23,61,31,168,7,0,0,False,False,True,False,A341
ADOLPHINE,1,0,0,0,0,5,0,8,5,0,0,0,0,False,False,False,False,A341
ADOLPHO,0,0,0,0,0,0,0,0,0,62,9,5,22,False,False,False,False,A341
ADOLPHUS,0,0,0,0,0,386,251,181,157,1238,162,165,446,False,True,True,True,A341
ADON,0,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADONIA,1,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A350
ADONICA,1,0,0,0,0,0,0,0,0,0,0,0,41,False,False,False,False,A352
ADONIS,0,0,9,0,0,0,0,0,5,28,0,0,60,False,True,True,True,A352
ADONNA,1,0,0,0,0,0,0,0,0,58,11,22,104,False,False,False,False,A350
ADORA,1,0,0,0,0,0,0,7,11,83,8,7,61,False,True,True,True,A360
ADOREE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A360
ADORIA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A360
ADRA,1,0,0,0,0,16,20,31,20,118,11,23,31,False,False,False,False,A360
ADRAIN,0,0,0,0,0,0,23,42,41,461,54,51,142,False,False,False,False,A365
ADRAIN,1,0,0,0,0,0,0,0,0,5,6,0,25,False,False,False,False,A365
ADRAN,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A365
ADREA,1,0,0,0,0,0,0,0,0,0,0,6,11,False,False,False,False,A360
ADREAN,1,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,A365
ADREES,0,0,15,0,5,0,0,0,0,0,0,0,0,False,False,False,False,A362
ADREN,0,0,0,0,0,0,0,6,8,83,7,0,13,False,False,False,False,A365
ADRENA,1,0,0,0,0,0,0,0,0,12,0,0,19,False,False,False,False,A365
ADRENE,1,0,0,0,0,0,0,5,0,12,14,5,10,False,False,False,False,A365
ADRIA,1,0,0,0,0,0,23,26,18,145,19,70,254,False,True,True,True,A360
ADRIAN,0,5,644,33,542,371,667,647,598,5188,745,931,3007,False,True,True,True,A365
ADRIAN,1,0,0,0,39,0,24,40,26,371,86,158,768,False,True,False,False,A365
ADRIANA,1,0,95,0,32,5,31,45,26,346,60,89,381,False,True,True,True,A365
ADRIANE,1,0,4,0,3,0,0,0,0,12,13,40,197,False,True,False,False,A365
ADRIANN,1,0,0,0,0,0,0,0,0,0,0,6,28,False,False,False,False,A365
ADRIANNA,1,0,43,0,8,0,10,27,19,162,30,34,62,False,True,True,True,A365
ADRIANNE,1,0,59,0,15,0,0,0,0,328,141,222,636,False,True,True,True,A365
ADRIANO,0,0,14,0,16,0,0,0,0,13,0,0,0,False,True,True,True,A365
ADRIE,1,0,0,0,0,0,0,0,0,12,0,0,0,False,True,False,False,A360
ADRIEL,0,0,0,0,0,0,0,0,0,0,0,0,31,False,True,False,False,A364
ADRIEN,0,0,26,0,10,5,56,81,59,483,32,74,125,False,True,True,True,A365
ADRIEN,1,0,3,0,0,0,0,0,0,0,0,10,32,False,False,False,False,A365
ADRIENE,1,0,0,0,0,0,0,0,0,23,6,13,21,False,False,False,False,A365
ADRIENNE,1,0,121,0,132,115,341,239,208,4249,942,1453,4695,False,True,True,True,A365
ADRIN,0,0,0,0,0,0,0,0,0,46,5,0,5,False,False,False,False,A365
ADRINA,1,0,0,0,0,0,0,0,0,0,0,0,8,False,True,False,False,A365
ADRINE,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,A365
ADRION,0,0,0,0,0,0,0,0,6,15,7,0,0,False,False,False,False,A365
ADRIS,0,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A362
ADRON,0,0,0,0,0,0,46,43,36,384,38,41,80,False,False,False,False,A365
ADWOA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A300
AEDAN,0,0,51,3,26,0,0,0,0,0,0,0,0,False,True,False,False,A350
AEDEN,0,0,3,0,5,0,0,0,0,0,0,0,0,False,False,False,False,A350
AEILIDH,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A430
AEISHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A200
AELA,1,0,3,0,5,0,0,0,0,0,0,0,0,False,True,False,False,A400
AELFRED,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A416
AELRED,0,0,0,0,0,0,0,0,5,23,0,0,0,False,False,False,False,A463
AEMELIA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A540
AEMILIA,1,0,10,0,3,0,0,0,0,0,0,0,0,False,True,True,True,A540
AENEAS,0,0,0,0,9,0,0,0,0,0,0,0,0,False,True,True,True,A520
AENGUS,0,0,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,A522
AERIN,1,0,8,0,0,0,0,0,0,0,0,0,0,False,True,False,False,A650
AERON,0,0,47,0,5,0,0,0,0,0,0,0,0,False,False,True,False,A650
AERON,1,0,6,0,4,0,0,0,0,0,0,0,0,False,True,True,True,A650
AERYN,1,0,6,0,0,0,0,0,0,0,0,0,0,False,True,False,False,A650
AESHA,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A200
AETNA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,A350
AEYSHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,A200
AFEEFA,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A110
AFEEFAH,1,0,13,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A110
AFET,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A130
AFFIE,1,0,0,0,0,16,5,0,6,28,0,0,0,False,False,False,False,A100
AFIA,1,0,25,0,6,0,0,0,0,0,0,0,0,False,False,True,False,A100
AFIF,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,True,False,A110
AFIFA,1,0,24,0,0,0,0,0,0,0,0,0,0,False,True,False,False,A110
AFIFAH,1,0,20,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A110
AFIYA,1,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A100
AFIYAH,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A100
AFJOL,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A124
AFNAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A155
AFNAN,1,0,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A155
AFOLABI,0,0,8,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A141
AFRA,1,0,25,0,4,0,0,0,0,0,0,0,0,False,True,True,True,A160
AFRAA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A160
AFRAH,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A160
AFRED,0,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,A163
AFREEN,1,0,47,0,6,0,0,0,0,0,0,0,0,False,False,False,False,A165
AFRICA,1,0,7,0,0,0,0,0,0,0,0,0,0,False,True,True,True,A162
AFRIDA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A163
AFRIKA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A162
AFRIN,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A165
AFSA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A120
AFSAH,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A120
AFSANA,1,0,121,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A125
AFSAR,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A126
AFSARA,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A126
AFSHA,1,0,25,0,9,0,0,0,0,0,0,0,0,False,True,False,False,A120
AFSHAH,1,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A120
AFSHAN,1,0,12,0,26,0,0,0,0,0,0,0,0,False,False,False,False,A125
AFSHANA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A125
AFSHEEN,1,0,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A125
AFTAB,0,0,13,0,26,0,0,0,0,0,0,0,0,False,False,False,False,A131
AFTON,0,0,0,0,0,0,15,46,40,234,22,17,10,False,False,False,False,A135
AFTON,1,0,7,0,45,23,185,163,127,760,36,37,49,False,True,False,False,A135
AFUA,1,0,17,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A100
AFZAAL,0,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A124
AFZAL,0,0,29,0,9,0,0,0,0,0,0,0,0,False,False,True,False,A124
AGAPITA,1,0,0,0,0,5,25,12,9,196,7,13,24,False,False,False,False,A213
AGAPITO,0,0,0,0,0,0,15,26,37,429,41,74,179,False,True,True,True,A213
AGATA,1,0,3,0,0,0,0,0,0,12,0,0,0,False,True,True,True,A230
AGATHA,1,0,70,0,3,745,994,584,435,2707,214,233,528,False,True,True,True,A230
AGATHE,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,True,False,A230
AGDA,1,0,0,0,0,31,5,10,0,6,0,0,0,False,True,True,True,A230
AGEE,0,0,0,0,0,0,5,0,6,17,0,0,5,False,False,False,False,A200
AGGIE,0,0,0,0,0,0,0,0,5,25,0,0,0,False,False,False,False,A200
AGGIE,1,0,0,0,0,180,180,83,49,509,45,68,113,False,True,True,True,A200
AGIT,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A230
AGNEDA,1,0,0,0,0,0,0,0,5,0,0,0,0,False,False,False,False,A253
AGNELLA,1,0,0,0,0,0,0,0,0,13,0,0,0,False,True,False,False,A254
AGNES,0,0,0,0,0,52,109,30,23,226,16,9,6,False,False,False,False,A252
AGNES,1,4,100,0,224,23580,26331,13370,10358,62151,3582,3972,6458,False,True,True,True,A252
AGNESA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A252
AGNESE,1,0,0,0,0,0,0,5,0,6,0,0,0,False,False,True,False,A252
AGNESS,1,0,0,0,0,69,128,64,51,388,21,24,0,False,False,False,False,A252
AGNETA,1,0,0,0,0,0,0,0,5,0,0,0,0,False,True,True,True,A253
AGNEW,0,0,0,0,0,0,7,0,0,17,0,0,11,False,False,False,False,A250
AGNITA,1,0,0,0,0,0,12,5,8,5,0,0,0,False,False,False,False,A253
AGNUS,1,0,0,0,0,0,0,5,0,5,0,0,0,False,False,False,False,A252
AGON,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A250
AGOSTINO,0,0,0,0,0,0,9,11,15,144,5,5,17,False,True,True,True,A223
AGRIPINA,1,0,0,0,0,0,0,0,5,132,5,5,19,False,False,False,False,A261
AGRIPINO,0,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,A261
AGUEDA,1,0,0,0,0,0,6,0,0,29,5,0,6,False,True,False,False,A230
AGUSTA,0,0,0,0,0,0,0,5,0,7,0,0,0,False,False,False,False,A223
AGUSTA,1,0,0,0,0,44,48,29,14,100,6,5,0,False,False,False,False,A223
AGUSTIN,0,0,0,0,0,5,83,74,60,1163,121,182,597,False,True,False,False,A223
AGUSTINA,1,0,0,0,0,0,39,39,27,393,9,28,105,False,True,True,True,A223
AGUSTINE,0,0,0,0,0,0,0,0,5,34,0,6,12,False,False,False,False,A223
AGUSTUS,0,0,0,0,0,15,15,18,14,81,5,5,0,False,False,False,False,A223
AH,0,0,0,0,0,11,11,24,14,14,0,0,0,False,False,True,False,A000
AH,1,0,0,0,0,0,0,5,0,5,0,0,0,False,False,False,False,A000
AHAD,0,0,30,0,8,0,0,0,0,0,0,0,0,False,False,False,False,A300
AHAMED,0,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A530
AHARON,0,0,19,0,0,0,0,0,0,0,0,0,0,False,True,True,True,A650
AHLAM,1,0,33,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A450
AHMAD,0,0,281,0,81,0,0,0,0,0,0,0,12,False,True,True,True,A530
AHMAD,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A530
AHMAR,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A560
AHMED,0,0,945,3,133,0,0,0,0,14,5,6,58,False,True,True,True,A530
AHMER,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A560
AHMET,0,0,88,0,6,0,0,0,0,0,0,0,0,False,False,True,False,A530
AHREN,0,0,4,0,8,0,0,0,0,0,0,0,0,False,False,False,False,A650
AHRON,0,0,9,0,3,0,0,0,0,0,0,0,0,False,False,False,False,A650
AHSAAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A250
AHSAN,0,0,87,0,12,0,0,0,0,0,0,0,0,False,False,False,False,A250
AHSANUL,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A254
AHTI,0,0,0,0,0,0,0,7,6,0,0,0,0,False,False,True,False,A300
AHTSHAM,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,A325
AI,1,0,3,0,6,0,0,0,0,0,0,0,0,False,True,True,True,A000
AICHA,1,0,37,0,8,0,0,0,0,0,0,0,0,False,False,False,False,A200
AIDA,1,0,29,0,6,140,219,147,112,1198,120,209,987,False,True,True,True,A300
AIDAN,0,0,3613,177,1583,0,0,0,0,5,0,0,0,False,True,True,True,A350
AIDAN,1,0,7,0,20,0,0,0,0,0,0,0,0,False,False,False,False,A350
AIDE,1,0,0,0,0,0,0,0,0,0,0,0,21,False,True,False,False,A300
AIDEEN,1,0,12,22,3,0,0,0,0,0,0,0,0,False,True,True,True,A350
AIDEN,0,0,1899,13,469,0,0,0,0,0,0,0,0,False,True,True,True,A350
